	序号NO.	地区REGION	产品类别CATEGORY	在华注册编号CHINA REG. NO.	所在地区注册编号OVERSEAS REG. NO.	企业名称NAME	生产场所地址ADDRESS	注册日期REG. DATE	注册有效期REG. EXPIRE DATE	状态STATE
2123	2124	中国台湾	豆基婴幼儿配方食品	CTWN15012112100074	F-154724312-00001-2	長珍食品有限公司	新北市樹林區東山里東順街82-4號2樓	2021-12-10	2026-12-09	暂停进口
2124	2125	中国台湾	豆基婴幼儿配方食品	CTWN15012112100080	G-128345906-00002-3	拜寧騰能生技股份有限公司宜蘭二廠	宜蘭縣宜蘭市梅洲里梅洲一路22號	2021-12-10	2026-12-09	有效
2125	2126	中国台湾	豆基婴幼儿配方食品	CTWN15012112100076	F-180551862-00000-8	重鵬生技股份有限公司	新北市中和區連城路258號4樓之7	2021-12-10	2026-12-09	暂停进口
2126	2127	中国台湾	豆基婴幼儿配方食品	CTWN15012112100077	F-184891060-00001-0	葆祥實業有限公司	新北市鶯歌區二橋里中正三路491巷8號	2021-12-10	2026-12-09	有效
2127	2128	中国台湾	豆基婴幼儿配方食品	CTWN15012112100078	F-186143822-00000-7	立萬利創新股份有限公司	新北市中和區連城路258號4樓	2021-12-10	2026-12-09	暂停进口
2128	2129	中国台湾	豆基婴幼儿配方食品	CTWN15012112100079	F-191034556-00001-7	昌農有限公司	新北市土城區日和里中華路1段152號4樓	2021-12-10	2026-12-09	有效
2129	2130	中国台湾	豆基婴幼儿配方食品	CTWN15012112100075	F-168720907-00000-2	鴻禎有限公司	新北市板橋區公園街24號14樓	2021-12-10	2026-12-09	暂停进口
2130	2131	中国台湾	特殊医学用途配方食品	CTWN15022112100049	D-184999668-00000-0	駿騰國際企業有限公司	台南市仁德區義林二街142號	2021-12-10	2026-12-09	暂停进口
2131	2132	中国台湾	特殊医学用途配方食品	CTWN15022112100050	D-186278150-00001-9	廣吉食品股份有限公司台南廠	台南市仁德區保安里文賢路1段508之35號	2021-12-10	2026-12-09	有效
2132	2133	中国台湾	特殊医学用途配方食品	CTWN15022112100052	D-186956550-00000-5	統芳生物科技股份有限公司	台南市永康區東橋里中正路279巷2弄55號	2021-12-10	2026-12-09	有效
2133	2134	中国台湾	特殊医学用途配方食品	CTWN15022112100054	E-124984851-00000-3	法式珍饌有限公司	高雄市前鎮區中山二路91號10樓之6	2021-12-10	2026-12-09	暂停进口
2134	2135	中国台湾	未烘焙的可可豆	CTWN14022112100018	B-127850258-00000-6	宸嶧國際有限公司	台中市西區双龍里模範街72號1樓	2021-12-10	2026-12-09	暂停进口
2135	2136	中国台湾	未烘焙的可可豆	CTWN14022112100014	B-116316693-00000-4	卡塔摩納貿易有限公司	台中市西屯區惠來里市政路386號12樓之3	2021-12-10	2026-12-09	暂停进口
2136	2137	中国台湾	未烘焙的可可豆	CTWN14022112100015	B-124437670-00000-2	歐客佬國際有限公司	台中市北區太原路二段306之1號1樓	2021-12-10	2026-12-09	有效
2137	2138	中国台湾	未烘焙的可可豆	CTWN14022112100016	B-124437670-00065-3	歐客佬國際有限公司-崇德廠-1	台中市北屯區崇德路三段891-6號	2021-12-10	2026-12-09	有效
2138	2139	中国台湾	未烘焙的可可豆	CTWN14022112100017	B-124826523-00000-1	勁香有限公司	台中市大雅區中清路四段460號	2021-12-10	2026-12-09	暂停进口
2139	2140	中国台湾	未烘焙的可可豆	CTWN14022112100013	B-113016504-00000-9	傑恩聚開發股份有限公司	台中市大甲區中山路一段1253號	2021-12-10	2026-12-09	暂停进口
2140	2141	中国台湾	未烘焙的可可豆	CTWN14022112100019	B-142676384-00000-9	伯立歐實業有限公司	台中市西屯區大河里甘河路108號3樓	2021-12-10	2026-12-09	暂停进口
2141	2142	中国台湾	未烘焙的可可豆	CTWN14022112100020	B-153361592-00000-3	源正開發科技有限公司	台中市南區福興里福中街6號1樓	2021-12-10	2026-12-09	暂停进口
2142	2143	中国台湾	未烘焙的可可豆	CTWN14022112100021	B-153397851-00000-0	黑沃餐飲股份有限公司	台中市南區永興里高工路371號2樓	2021-12-10	2026-12-09	暂停进口
2143	2144	中国台湾	未烘焙的可可豆	CTWN14022112100022	B-161848128-00000-7	吉上好創新貿易有限公司	台中市南區福中街2之5號1樓	2021-12-10	2026-12-09	暂停进口
2144	2145	中国台湾	未烘焙的可可豆	CTWN14022112100029	E-153593729-00000-5	非洲陽光國際企業有限公司	高雄市三民區皓東路268號1樓	2021-12-10	2026-12-09	暂停进口
2145	2146	中国台湾	未烘焙的可可豆	CTWN14022112100024	B-200154289-00000-9	泰睿國際有限公司	台中市西屯區廣福路291-1號	2021-12-10	2026-12-09	暂停进口
2146	2147	中国台湾	未烘焙的可可豆	CTWN14022112100025	D-142930597-00000-0	山址遠洋通國際有限公司	台南市南區明興路215之7號	2021-12-10	2026-12-09	暂停进口
2147	2148	中国台湾	未烘焙的可可豆	CTWN14022112100026	D-178985188-00000-5	品皇食品行	台南市安平區文平里文平路270號1樓	2021-12-10	2026-12-09	暂停进口
2148	2149	中国台湾	未烘焙的可可豆	CTWN14022112100028	E-145130892-00000-4	文興行有限公司	高雄市鹽埕區公園二路117號2樓	2021-12-10	2026-12-09	有效
2149	2150	中国台湾	未烘焙的可可豆	CTWN14022112100023	B-170492788-00000-4	四季工坊有限公司	台中市霧峰區中正路565巷17號	2021-12-10	2026-12-09	暂停进口
2150	2151	中国台湾	未烘焙的可可豆	CTWN14022112100030	E-154612647-00000-7	台非實業股份有限公司	高雄市三民區裕誠路72之5號8樓	2021-12-10	2026-12-09	暂停进口
2151	2152	中国台湾	未烘焙的可可豆	CTWN14022112100031	E-159220156-00000-2	根基生技有限公司	高雄市大寮區鳳屏一路425號1樓	2021-12-10	2026-12-09	暂停进口
2152	2153	中国台湾	未烘焙的可可豆	CTWN14022112100032	E-183153868-00001-5	安妮達國際有限公司	高雄市梓官區赤崁東路202號1樓	2021-12-10	2026-12-09	暂停进口
2153	2154	中国台湾	未烘焙的可可豆	CTWN14022112100033	F-124730415-00000-9	史迪威生物科技股份有限公司	台北市內湖區港墘路221巷33號8樓	2021-12-10	2026-12-09	暂停进口
2154	2155	中国台湾	未烘焙的可可豆	CTWN14022112100040	F-200042334-00000-0	福璟國際有限公司	新北市土城區中央路三段219號7樓	2021-12-10	2026-12-09	暂停进口
2155	2156	中国台湾	未烘焙的可可豆	CTWN14022112100036	F-130873797-00001-8	蜂蜜蜜蜂咖啡豆有限公司鶯歌廠	新北市鶯歌區二甲里二甲路220號1樓	2021-12-10	2026-12-09	暂停进口
2156	2157	中国台湾	未烘焙的可可豆	CTWN14022112100037	F-135466600-00000-3	達益食品工業股份有限公司	新北市三重區中正北路345號	2021-12-10	2026-12-09	暂停进口
2157	2158	中国台湾	未烘焙的可可豆	CTWN14022112100038	F-150861691-00000-9	佳鎰實業有限公司	新北市板橋區松柏街37號2樓	2021-12-10	2026-12-09	暂停进口
2158	2159	中国台湾	未烘焙的可可豆	CTWN14022112100039	F-154314632-00000-1	圓石國際有限公司	台北市大安區安和路1段127巷21號1樓及2樓	2021-12-10	2026-12-09	暂停进口
2159	2160	中国台湾	未烘焙的可可豆	CTWN14022112100035	F-129092008-00000-3	豐爾富企業有限公司	新北市板橋區南雅東路8號8樓之10	2021-12-10	2026-12-09	暂停进口
2160	2161	中国台湾	蔬菜及其制品（保鲜和脱水蔬菜除外）	CTWN19012202100026	P-156603931-00000-6	阿甘薯叔有限公司	云林县水林乡琼埔路19-1号1楼	2022-02-10	2027-02-10	有效
2161	2162	中国台湾	茶叶类	CTWN21012202100096	27629089	韋柏國際貿易有限公司	台灣省南投縣魚池鄉魚池街8-1號	2022-02-10	2027-02-10	暂停进口
2162	2163	中国台湾	未烘焙的可可豆	CTWN14022112100044	H-197196613-00000-7	公悅企業有限公司	桃園市大園區中正東路一段588號	2021-12-10	2026-12-09	有效
2163	2164	中国台湾	未烘焙的可可豆	CTWN14022112100045	H-200143326-00000-5	和聖有限公司	桃園市中壢區元化路271巷6號	2021-12-10	2026-12-09	暂停进口
2164	2165	中国台湾	特殊医学用途配方食品	CTWN15022112100056	E-142814226-00000-1	農協開發有限公司	高雄市三民區遼北街145號1樓	2021-12-10	2026-12-09	暂停进口
2165	2166	中国台湾	未烘焙的可可豆	CTWN14022112100047	I-155956268-00000-2	易兆環球有限公司	嘉義市西區福全里福義街33號1樓	2021-12-10	2026-12-09	暂停进口
2166	2167	中国台湾	特殊医学用途配方食品	CTWN15022112100055	E-142791146-00000-6	台灣華康醫藥生技有限公司	台南市永康區中華里小東路689號之21 六樓	2021-12-10	2026-12-09	暂停进口
2167	2168	中国台湾	未烘焙的可可豆	CTWN14022112100043	H-154930707-00000-0	艾聚普股份有限公司	台北市大安區光復南路102號3樓	2021-12-10	2026-12-09	暂停进口
2168	2169	中国台湾	未烘焙的可可豆	CTWN14022112100041	F-200042334-00001-1	福璟直火珈琲豆專賣店	新北市板橋區民族路21號	2021-12-10	2026-12-09	暂停进口
2169	2170	中国台湾	未烘焙的可可豆	CTWN14022112100046	I-136694455-00000-8	卓之武咖啡	嘉義市西區西榮里民生北路１９４號一、二樓	2021-12-10	2026-12-09	暂停进口
2170	2171	中国台湾	特殊医学用途配方食品	CTWN15022112100057	E-153259055-00000-6	蔻拉蜜生物科技有限公司	高雄市鹽埕區五福四路140號1樓	2021-12-10	2026-12-09	暂停进口
2171	2172	中国台湾	特殊医学用途配方食品	CTWN15022112100058	E-180374888-00000-8	愛上香茅餐廳有限公司	高雄市左營區大中二路39號	2021-12-10	2026-12-09	暂停进口
2172	2173	中国台湾	特殊医学用途配方食品	CTWN15022112100059	E-180388264-00000-1	廣味香開發有限公司	高雄市仁武區仁武里工業二路17巷68弄11號	2021-12-10	2026-12-09	暂停进口
2173	2174	中国台湾	特殊医学用途配方食品	CTWN15022112100060	E-200022305-00000-5	雅植歐洲香草園商行	高雄市大樹區井腳里108-2號1樓	2021-12-10	2026-12-09	有效
2174	2175	中国台湾	特殊医学用途配方食品	CTWN15022112100066	F-124730415-00000-9	史迪威生物科技股份有限公司	台北市內湖區港墘路221巷33號8樓	2021-12-10	2026-12-09	暂停进口
2175	2176	中国台湾	特殊医学用途配方食品	CTWN15022112100062	F-112777300-00001-1	奕瑪國際行銷股份有限公司營養生技廠	新北市新莊區福興里五權一路9號7樓之2	2021-12-10	2026-12-09	暂停进口
2176	2177	中国台湾	特殊医学用途配方食品	CTWN15022112100063	F-116753096-00089-7	長庚生物科技股份有限公司明志廠	新北市泰山區貴子里南泰路一號	2021-12-10	2026-12-09	有效
2177	2178	中国台湾	特殊医学用途配方食品	CTWN15022112100064	F-123130552-00000-4	一語堂國際貿易有限公司	新北市林口區工九路1號	2021-12-10	2026-12-09	暂停进口
2178	2179	中国台湾	特殊医学用途配方食品	CTWN15022112100065	F-124531823-00000-1	馥鴻貿易有限公司	新北市板橋區公園街22號14樓	2021-12-10	2026-12-09	暂停进口
2179	2180	中国台湾	特殊医学用途配方食品	CTWN15022112100061	F-112713860-00000-1	豐升原食品股份有限公司	新北市新莊區五權三路4號之2	2021-12-10	2026-12-09	暂停进口
2180	2181	中国台湾	特殊医学用途配方食品	CTWN15022112100068	F-129092008-00000-3	豐爾富企業有限公司	新北市板橋區南雅東路8號8樓之10	2021-12-10	2026-12-09	暂停进口
2181	2182	中国台湾	特殊医学用途配方食品	CTWN15022112100069	F-138045604-00001-4	新北市坪林區農會(茶產品加工場)	新北市坪林區坪林里坪林路102號	2021-12-10	2026-12-09	暂停进口
2182	2183	中国台湾	特殊医学用途配方食品	CTWN15022112100070	F-147086204-00000-4	米大師美食國際有限公司	新北市林口區粉寮路2段20號	2021-12-10	2026-12-09	暂停进口
2183	2184	中国台湾	特殊医学用途配方食品	CTWN15022112100071	F-153679161-00001-2	鮮機食品生技股份有限公司林口廠	新北市林口區東林里粉寮路2段20號	2021-12-10	2026-12-09	暂停进口
2184	2185	中国台湾	婴幼儿辅助食品	CTWN15032112100062	F-112777300-00001-1	奕瑪國際行銷股份有限公司營養生技廠	新北市新莊區福興里五權一路9號7樓之2	2021-12-10	2026-12-09	暂停进口
2185	2186	中国台湾	特殊医学用途配方食品	CTWN15022112100073	F-154039880-00001-1	寶耕生技股份有限公司	新北市中和區中原里立德街148巷38號、40號3樓	2021-12-10	2022-07-19	注销
2186	2187	中国台湾	未烘焙的可可豆	CTWN14022112100048	J-189706472-00000-0	宏益製茶廠國際有限公司	新竹縣芎林鄉秀湖村五和街1巷16號	2021-12-10	2026-12-09	暂停进口
2187	2188	中国台湾	婴幼儿辅助食品	CTWN15032112100060	E-200022305-00000-5	雅植歐洲香草園商行	高雄市大樹區井腳里108-2號1樓	2021-12-10	2026-12-09	有效
2188	2189	中国台湾	婴幼儿辅助食品	CTWN15032112100061	F-112713860-00000-1	豐升原食品股份有限公司	新北市新莊區五權三路4號之2	2021-12-10	2026-12-09	暂停进口
2189	2190	中国台湾	特殊医学用途配方食品	CTWN15022112100072	F-153686070-00000-8	金門海峽開發股份有限公司	新北市永和區中和路451號2樓	2021-12-10	2026-12-09	暂停进口
2190	2191	中国台湾	婴幼儿辅助食品	CTWN15032112100063	F-116753096-00089-7	長庚生物科技股份有限公司明志廠	新北市泰山區貴子里南泰路一號	2021-12-10	2026-12-09	有效
2191	2192	中国台湾	婴幼儿辅助食品	CTWN15032112100064	F-123130552-00000-4	一語堂國際貿易有限公司	新北市林口區工九路1號	2021-12-10	2026-12-09	暂停进口
2192	2193	中国台湾	婴幼儿辅助食品	CTWN15032112100065	F-124531823-00000-1	馥鴻貿易有限公司	新北市板橋區公園街22號14樓	2021-12-10	2026-12-09	暂停进口
2193	2194	中国台湾	婴幼儿辅助食品	CTWN15032112100066	F-124730415-00000-9	史迪威生物科技股份有限公司	台北市內湖區港墘路221巷33號8樓	2021-12-10	2026-12-09	暂停进口
2194	2195	中国台湾	婴幼儿辅助食品	CTWN15032112100073	F-154039880-00001-1	寶耕生技股份有限公司	新北市中和區中原里立德街148巷38號、40號3樓	2021-12-10	2022-07-19	注销
2195	2196	中国台湾	婴幼儿辅助食品	CTWN15032112100069	F-138045604-00001-4	新北市坪林區農會(茶產品加工場)	新北市坪林區坪林里坪林路102號	2021-12-10	2026-12-09	暂停进口
2196	2197	中国台湾	婴幼儿辅助食品	CTWN15032112100070	F-147086204-00000-4	米大師美食國際有限公司	新北市林口區粉寮路2段20號	2021-12-10	2026-12-09	暂停进口
2197	2198	中国台湾	婴幼儿辅助食品	CTWN15032112100071	F-153679161-00001-2	鮮機食品生技股份有限公司林口廠	新北市林口區東林里粉寮路2段20號	2021-12-10	2026-12-09	暂停进口
2198	2199	中国台湾	婴幼儿辅助食品	CTWN15032112100072	F-153686070-00000-8	金門海峽開發股份有限公司	新北市永和區中和路451號2樓	2021-12-10	2026-12-09	暂停进口
2199	2200	中国台湾	婴幼儿辅助食品	CTWN15032112100068	F-129092008-00000-3	豐爾富企業有限公司	新北市板橋區南雅東路8號8樓之10	2021-12-10	2026-12-09	暂停进口
2200	2201	中国台湾	婴幼儿辅助食品	CTWN15032112100074	F-154724312-00001-2	長珍食品有限公司	新北市樹林區東山里東順街82-4號2樓	2021-12-10	2026-12-09	暂停进口
2201	2202	中国台湾	婴幼儿辅助食品	CTWN15032112100075	F-168720907-00000-2	鴻禎有限公司	新北市板橋區公園街24號14樓	2021-12-10	2026-12-09	暂停进口
2202	2203	中国台湾	婴幼儿辅助食品	CTWN15032112100077	F-184891060-00001-0	葆祥實業有限公司	新北市鶯歌區二橋里中正三路491巷8號	2021-12-10	2026-12-09	有效
2203	2204	中国台湾	婴幼儿辅助食品	CTWN15032112100078	F-186143822-00000-7	立萬利創新股份有限公司	新北市中和區連城路258號4樓	2021-12-10	2026-12-09	暂停进口
